,ID,xmin,ymin,xmax,ymax,Text,label
0,,0,0,0,0,,
1,,0,0,0,0, ,o
2,0fcef176-2789-45e5-8b8e-3a67fd0542bf,0.451640636,0.168884113,0.526076972,0.180681333,INVOICE ,o
3,c5043ff1-f756-4c7a-bc66-ad51e55e84f1,0.047777988,0.210342646,0.135471269,0.221546993,Saul Hilpert ,name
4,99505093-75b7-420b-9e58-0d675dba008d,0.048309602,0.2261917,0.229944348,0.239902288,205 Christiansen Manors ,o
5,7761823e-842e-408c-a13b-e24d4e3db617,0.048134442,0.242285773,0.269760698,0.255656302,Phone: 1-609-238-5498 x9995 ,phone
6,a5b9c6f9-af68-4c05-862b-d5ff3408f682,0.788351715,0.275533289,0.937503636,0.331069291,GO ,o
7,c89fe46b-48af-40a1-8430-a5d0f7f4bb7e,0.048570748,0.346265703,0.377283603,0.363256842,"Auer, Schneider and Beatty ",o
8,82b41006-614b-4a9c-b2e6-0b35aba51cb5,0.590590119,0.365812391,0.644209743,0.376197726,Invoice ,o
9,36d78e0c-5dc4-4528-b232-4a8ee7eb004d,0.882174611,0.373025954,0.926568151,0.385821044,47665,o
10,6d9d9e52-30a3-40e9-a6c1-cc014ced29f1,0.591669083,0.384141386,0.600585639,0.391291708,# ,o
11,f924c435-a5b3-4aa5-a8b6-8cc004ab73e8,0.745125592,0.406510413,0.926713288,0.419506729,Fri Aug 14 2020 14:47:23 ,o
12,94725caa-d830-4e70-85db-121ca749ab3f,0.591739535,0.414979786,0.626072824,0.424865812,Date ,o
13,e6e008d7-419e-4e9d-94e6-89abb82d12d3,0.677203953,0.422009945,0.928039551,0.435319632,GMT+0300 (Israel Daylight Time) ,o
14,791969b7-6e28-40b8-9020-2f1f73451e89,0.591302872,0.449037343,0.65125376,0.459097743,Amount ,o
15,e0ed9a34-287e-431b-a187-1773100b3f94,0.874328732,0.456060976,0.928307772,0.468190014,$48.00 ,o
16,76952dd1-2812-44da-8d68-dd2c9156e386,0.592107654,0.46472311,0.622066379,0.475034714,Due ,o
