,ID,xmin,ymin,xmax,ymax,Text,label
0,,0,0,0,0,,
1,,0,0,0,0, ,o
2,010dabac-2f31-447e-8b74-c25f1fbd2594,0.44697088,0.166548133,0.519682407,0.178505823,INVOICE ,o
3,47495d69-6918-47eb-812c-8f31ab434235,0.050416268,0.206996605,0.132910594,0.216983199,Bert Cronin ,name
4,e9292e27-28b0-43d2-93df-d715e7242476,0.050658252,0.222468331,0.168718159,0.234547079,684 Jovan Mews ,o
5,e8b2765b-ce8f-4856-ba63-bd14f89afa7f,0.050892897,0.238050625,0.241635382,0.251168758,Phone: 855-583-0318 x601 ,phone
6,d13d041f-71db-490f-bf55-cc3924c86de0,0.051671434,0.340919137,0.371292204,0.358252764,"Carter, Mosciski and Hayes ",o
7,afb0731a-f667-4555-a357-10e13c90fb18,0.580937862,0.361136138,0.633202195,0.371354222,Invoice ,o
8,babbfe86-60fa-45b3-a047-cabca7d2e33c,0.866746664,0.368679613,0.90940094,0.381095827,63125,o
9,a6707fdf-ccb0-4d10-8de1-7a8737aaca08,0.581714511,0.379504263,0.590695679,0.386401087,11,o
10,a54494d3-d349-4028-8cb9-558288a5bcae,0.719100714,0.401069045,0.910196543,0.413966566,Wed Aug 12 2020 07:01:01 ,o
11,e170e363-6fd1-4732-b5aa-b8ac487d7a04,0.581912279,0.409722805,0.615244806,0.41931197,Date ,o
12,b2bd04cc-6542-48c7-af93-14a9645060bb,0.665484607,0.416797519,0.910684407,0.429592818,GMT+0300 (Israel Daylight Time) ,o
13,d3915fef-0032-49c2-937d-52f6aaea514e,0.581445336,0.443216503,0.640098751,0.452088743,Amount ,o
14,0bae64e6-f8d4-4cb3-a660-125ec640a5aa,0.851221919,0.449875295,0.910248935,0.461627871,$327.00 ,o
15,6710b1fa-4c63-4d08-9848-150f4a7ca37e,0.582781374,0.457959443,0.611337543,0.467951924,Due ,o
16,02449895-0fe0-4cc2-b0bc-c739aed84c53,0.140078217,0.51764971,0.179438725,0.52778095,Item ,o
17,29479d70-c41b-4bdb-a554-9535b57754b0,0.392595112,0.517455757,0.490361392,0.529952705,Description ,o
18,6c479295-f336-42be-a926-bdff02587db5,0.631457329,0.517136812,0.708960891,0.527245104,Unit Cost ,o
19,f3d5f651-2976-45f9-8e64-1c38a9dfeb75,0.734802008,0.517365158,0.806840956,0.529304266,Quantity ,o
20,d03af76e-5301-411c-9463-935298d2cae2,0.846907377,0.516859353,0.890120506,0.526859045,Price ,o
21,7718a7d7-317b-45cb-b35c-f4c0b5ebb55e,0.060695175,0.542038202,0.21499829,0.552240849,Refined Rubber Pants ,o
22,363818aa-02cc-400e-bb2e-e460457c807f,0.270072192,0.541555703,0.610210836,0.554332852,New range of formal shirts are d Kigned keeping ,o
23,1fd2ad6a-2410-4e03-8a4a-333fc74c63a2,0.623146832,0.542665243,0.685066938,0.553984165,$402.00 ,o
24,99108606-f68e-4f97-a5c8-2c7b56941a8e,0.7265535,0.542383909,0.770153642,0.554331124,99163,o
25,12649d5c-df23-40df-9b7e-dc67b50cc56e,0.82477361,0.544151723,0.861970842,0.553744137,5099,o
26,c9796e13-3706-4ef6-a0ee-2a52d7104684,0.270030469,0.557003736,0.609017849,0.570342064,you in mind. With fits and styling that will make ,o
27,3309b5c3-d7af-4aa2-8f28-3b73725267f3,0.270255506,0.573233426,0.380875945,0.586021543,you stand apart ,o
28,83ccda14-2b4b-4642-94a5-6f2464c263e9,0.061404482,0.597163558,0.206388488,0.607631445,Small Fresh Chicken ,o
29,4de417b9-1e76-46a5-8e1d-6c66830c7e95,0.271762311,0.596707225,0.572306156,0.609599411,Boston's most advanced compression wear ,o
30,6aa3b483-62ee-4be8-95f6-257a57ab92d4,0.624521255,0.597868621,0.67357862,0.609363019,$19.00 ,o
31,cc152823-88f9-46da-be8f-a0d00a013a66,0.727072001,0.599308968,0.770755827,0.609383106,31447,o
32,9165db43-5949-4066-bbaf-2605821e1783,0.826096535,0.597273409,0.886631727,0.6088202,$650.00 ,o
33,a6c94b8d-d736-490a-be47-0ab2b29a1ff9,0.271343946,0.61272794,0.564368844,0.625530124,technology increases muscle oxygenation. ,o
34,be6932b4-cf00-4b21-ad53-367e80d58913,0.271508247,0.628224432,0.441941231,0.638575137,stabilizes active muscles ,o
35,b1da573a-6750-4bff-845d-c69b18574972,0.755425036,0.656098306,0.815660298,0.666912675,Subtotal ,o
36,b07510d2-b5e7-404a-ae32-b86479e5d4ed,0.832471848,0.656999648,0.893301964,0.668883502,$644.00 ,o
37,7d062bee-b10e-4d2a-831b-ae51ac47674f,0.778144062,0.689124227,0.815958798,0.699859738,Total ,o
38,e0233c4e-d9b7-49c3-849e-145a8bf97d89,0.832842708,0.689688325,0.893829525,0.701782346,$874.00 ,total
39,5254ff3e-cf7b-4df0-9b36-966890bab4ee,0.722062767,0.723680139,0.816524506,0.733405709,Amount Paid ,o
40,14f9cfdc-8712-43a2-aa15-bf45e89c3914,0.833434522,0.723197639,0.893545747,0.73311913,$266.00 ,o
41,f5c253ed-bf41-4e22-b27b-fbd0f6997066,0.728884697,0.75567174,0.816941857,0.765749931,Balance Due ,o
42,41ab8537-42cd-4caf-b7cf-0e59a4e7300b,0.83330965,0.756393611,0.890730143,0.766583741,$121.00 ,o
43,c2fdcbd4-73eb-419b-81dd-2cc297ff45af,0.434472293,0.796712458,0.486130089,0.806731641,TERMS ,o
44,98405056-eba7-4b07-aa1b-ea012d1b879c,0.190667823,0.822388649,0.787666976,0.836607337,NET 30 Days. Finance Charge of 1.5% will be made on unpaid balances after 30 days.,o
