,ID,xmin,ymin,xmax,ymax,Text,label
0,,0,0,0,0,,
1,,0,0,0,0, ,o
2,c509f6ba-2209-43a8-b230-191169ec39f8,0.454420805,0.172650665,0.527279675,0.184191018,INVOICE ,o
3,778fcfd9-c0e4-422a-b02a-51776516002d,0.051162761,0.213433594,0.178665847,0.226707235,Jesse Durgan MD ,name
4,65b620bd-851c-4b48-9118-71ef4cb058b5,0.051498435,0.229172796,0.188749149,0.242404863,8238 Upton Knolls ,o
5,cafec758-841b-48ac-8576-9e47a3a36960,0.052081846,0.245211378,0.265400469,0.258674562,Phone: 347-845-6490 x33675 ,phone
6,4d0dfb6d-b9ec-465e-b329-19977be27579,0.051829036,0.348815262,0.272075266,0.363569379,Weissnat - Strosin ,o
7,e2ca1148-4135-4aca-add4-263c12fce940,0.592537224,0.368247986,0.646713912,0.379574627,Invoice ,o
8,4dd89896-bda6-4460-b4dc-0c53f960e209,0.88753593,0.37648055,0.928424835,0.388997942,13516,o
9,c964679f-23ae-4dbb-91e8-d7445b599a3e,0.594130814,0.386845767,0.602699697,0.393738538,# ,o
10,08738e72-8b61-4bef-963e-0c978a894c8e,0.731211782,0.40964672,0.928053081,0.42271018,Thu Nov 05 2020 02:10:08 ,o
11,ebd50d2c-9603-462a-8042-37e980820186,0.594033599,0.41811046,0.627560914,0.428339481,Date ,o
12,5733d8a7-ce11-4522-bb22-ebd8d965e4d2,0.674540102,0.425210029,0.928664088,0.438012302,GMI++200 (Israel Standard Time) ,o
13,bfe01a69-82d3-45f0-8c79-2a4929558f83,0.594115436,0.45222792,0.653653204,0.461667359,Amount ,o
14,b79aa76c-a8f5-493f-a066-aa169d54b14c,0.867920876,0.458972543,0.928836465,0.471166819,$528.00 ,o
15,5a25c956-ce48-4b4e-bf6c-62045971833e,0.593875289,0.467402905,0.623802304,0.477734298,Due ,o
16,31fdf545-209c-48d2-b41f-4bd7ab3ce558,0.143488899,0.525946617,0.183747426,0.536640644,Item ,o
17,bcae987b-afb6-48ea-b81f-0c6092d8fccf,0.401478648,0.526291311,0.499934852,0.539141536,Description ,o
18,dfce0f5a-a942-4011-9a0c-f0d7df12bf84,0.644124448,0.526201308,0.723040819,0.536703408,Unit Cost ,o
19,53933c90-05c1-4b4d-850c-ae4b9e9d0577,0.749077737,0.526276767,0.823207855,0.539322019,Quantity ,o
20,7045fcf0-f556-4456-aa64-d5798723b1c6,0.86386168,0.526138186,0.907724679,0.536771119,Price ,o
21,0246d270-6c2b-44fd-8f45-75e4ab1e49d4,0.062709466,0.550721109,0.192811817,0.561927021,Rustic Soft Gloves ,o
22,f71d334f-82d3-4774-97ab-a44fdfca6ca5,0.275664181,0.550875843,0.555394471,0.564646125,The Football Is Good For Training And ,o
23,361fb733-82f4-48aa-aef0-2f799836d668,0.636587501,0.552307785,0.695797145,0.564550519,$501.00 ,o
24,2f04a277-9300-4534-9159-79f88c066db4,0.741783202,0.551757634,0.788196564,0.565014005,80547,o
25,0bc2e564-7a08-4fa0-8ef5-4eb4fae6fd70,0.840153158,0.551968038,0.883171141,0.564549744,78471,o
26,6f9372df-e40a-4264-acdb-4d552770fb23,0.276292056,0.567184985,0.437645525,0.57806623,Recreational Purposes ,o
27,a0b73320-ef86-4227-b789-a0fcc19794ef,0.062985294,0.590994596,0.221089438,0.604187131,Ergonomic Fresh Fish ,o
28,488aadb6-e0d7-4b6b-af45-ac6678677ee7,0.275740683,0.591117918,0.604475498,0.604615808,The Apollotech B340 is an affordable wireless ,o
29,735d6e34-ef39-4999-bba6-99677d10e69d,0.637069583,0.592077434,0.699558437,0.602605045,$806.00 ,o
30,6c88a249-5b52-488b-91a3-f9197d1380a9,0.741860092,0.5918926,0.783119678,0.604640901,81177,o
31,c8b68913-bb6b-46e0-b82e-65bb1552c19c,0.841085732,0.591980755,0.902758539,0.604731619,$650.00 ,o
32,e95dd51e-3811-470b-bc43-b5aa3e9e9fec,0.277025849,0.606742024,0.591318369,0.620409906,mouse with reliable connectivity. 12 months ,o
33,cbba880e-9452-4931-ae0a-77b92ea0ddfa,0.27726686,0.622430444,0.497366548,0.636194706,battery life and modern design ,o
34,438fd6d9-7f23-43cc-b68b-5a4ce4293cce,0.768782377,0.651697516,0.830694735,0.662872434,Subtotal ,o
35,d73c037c-8ac6-4a18-a510-789071be033d,0.847660422,0.653188288,0.905021012,0.664371431,$177.00 ,o
36,23833d5a-ce9e-459c-bdb2-e7347966d082,0.792090535,0.684942245,0.83063525,0.696138859,Total ,o
37,53683d92-63c7-406c-8cdc-5103f3cf3a8d,0.847792029,0.68592155,0.909586966,0.698535383,$998.00 ,total
38,8d3367b7-c6a7-41b0-8eb4-5ed7e62607db,0.735704362,0.719567358,0.831173897,0.729429662,Amount Paid ,o
39,5142d207-127c-4cce-bd5c-6aee2989c082,0.84803772,0.719263852,0.911401749,0.73122108,$804.00 ,o
40,a970f33a-a00c-4018-a8a0-aa4d7da6ad14,0.74155134,0.752270281,0.831295311,0.763321757,Balance Due ,o
41,98d260c4-f76c-44b5-b5eb-0e1ae1f52263,0.848435879,0.753366292,0.900204778,0.76545316,$34.00 ,o
42,78dfabf3-0e7c-4d8b-b223-198f46bb1ec4,0.442771971,0.792561471,0.495386869,0.802840292,TERMS ,o
43,6507a400-5da7-4dd3-aa9a-18f7f38783b4,0.193906575,0.819595575,0.802085578,0.833057582,NET 30 Days. Finance Charge of 1.5°C will be made on unpaid balances after 30 days.,o
