,ID,xmin,ymin,xmax,ymax,Text,label
0,,0,0,0,0,,
1,,0,0,0,0, ,o
2,20c87e14-14ac-4ea9-94d6-ac0476c08abc,0.457352072,0.162824497,0.531207383,0.174808279,INVOICE ,o
3,2a0fba38-fdf3-4eb1-a888-1b9ccaa1bbeb,0.05523672,0.204303384,0.158760428,0.214696959,Dennis Hoppe ,name
4,26538e69-c439-47c8-a5f5-75aeafea0eca,0.05516265,0.220415592,0.18412149,0.233269677,9691 Axel Manors ,o
5,8ed85a22-3aae-4763-aad0-e4ad1ac5de67,0.055985585,0.236525089,0.27717939,0.249148875,Phone: 1-988-294-3102 X11778 ,phone
6,b5eaecde-56ab-46fe-9e1f-4ff97eb410fe,0.807845592,0.281391561,0.846234202,0.312857866,C ,o
7,4ce7a43b-1390-42af-ab4c-f024ab411c9c,0.057204623,0.340182126,0.189218685,0.35755533,Hilpert Inc ,o
8,f119c09b-4752-43c1-b0d0-8baf8754158e,0.596270502,0.35955286,0.649673343,0.369601846,Invoice ,o
9,4814e1b6-9e22-4ed8-88d1-d22a8b9e52a0,0.885334074,0.366753817,0.931127131,0.379370421,83435,o
10,a302be00-3c16-4911-9929-5e9baac01554,0.597942054,0.376973689,0.606736183,0.385658175,# ,o
11,26e64e48-3f47-4423-a7a4-d8570acab626,0.752459586,0.399780065,0.931552529,0.412818909,Fri Jul 31 2020 20:44:26 ,o
12,c8f032d7-71ad-433f-bc19-61d3eaab3479,0.597825825,0.40833813,0.63122201,0.418068916,Date ,o
13,696d9d12-193b-4df9-bc21-1f7ec8dde3c3,0.681706905,0.415165782,0.93283695,0.428654402,GMT+0300 (Israel Daylight Time) ,o
14,81d64c40-16f0-4cd7-9aa7-8333fe1e9b03,0.596957326,0.442382306,0.656677127,0.451707959,Amount ,o
15,95f45f78-8690-4a78-aca9-1238d2e4cc9c,0.870506346,0.449515015,0.931935787,0.461680532,$530.00 ,o
16,096cf53c-0871-42a0-b6d3-0d806ce5e787,0.597697139,0.458096504,0.627393842,0.46797505,Due ,o
17,06513f25-44b6-4c42-aba3-2c7ee6150b55,0.146995038,0.517257512,0.186603382,0.527273417,Item ,o
18,50748843-e0f0-46ef-99d1-f17701eaf936,0.40484193,0.517485559,0.504335165,0.530051708,Description ,o
19,83eb5326-9ef9-44ae-984a-1946a4846105,0.646929026,0.517227113,0.726872861,0.527258277,Unit Cost ,o
20,14b57aef-1b93-47db-a1e8-03c821a8510e,0.752744853,0.51760447,0.826556504,0.52969563,Quantity ,o
21,38ce7c4d-f56c-4e3c-b717-1a4209741ce9,0.867159128,0.517320573,0.911318302,0.527236044,Price ,o
22,6e6d5159-6113-4974-8f2c-253aaf34b471,0.066214114,0.541288912,0.225188315,0.55172044,Fantastic Steel Towels ,o
23,4c9c555f-2fd7-48aa-8955-0bd14c7e8d89,0.280452639,0.541428089,0.58677125,0.55421412,Boston's most advanced compression wear ,o
24,2656f5be-4351-475d-9a61-017001f62729,0.639793873,0.542434335,0.701221824,0.554247856,$896.00 ,o
25,343afa03-4754-475b-8dad-b407c0be6b94,0.745134652,0.544449925,0.787340641,0.554444313,19014,o
26,0f4384d8-c3a5-4f5c-8301-47636fab69a7,0.845199466,0.544658005,0.882891655,0.554006159,11371,o
27,acecada6-7109-43d7-8184-09123c726b1d,0.279322475,0.557255387,0.578894198,0.570541203,technology increases muscle oxygenation. ,o
28,93a9edb5-ca54-43d0-945f-58cb4259da2c,0.280020267,0.572933912,0.453757167,0.583592355,stabilizes active muscles ,o
29,e1766b92-cb62-4898-b359-b28217d601a9,0.066705704,0.597209096,0.234448269,0.608110785,Refined Rubber Cheese ,o
30,b089d22d-009e-45c9-acfe-429d9004e4d3,0.280288756,0.59770304,0.70183295,0.611132085,New range of formal shirts are designed keeping $924.00 ,o
31,41c01027-33ac-49b1-9ca2-ac4f71545aa2,0.745365143,0.59850359,0.784243822,0.611132085,3088,o
32,7d6f00d2-a408-4113-aec9-953a75aea135,0.846088767,0.598513365,0.907339811,0.611132205,$650.00 ,o
33,34978a50-e680-4337-a8d1-c52b3d71b566,0.280180216,0.613367975,0.626131892,0.627019703,you in mind. With fits and styling that will make ,o
34,e29a1f47-ec17-4528-92b5-259684456c79,0.280140847,0.629431009,0.392914504,0.642071664,you stand apart ,o
35,ab015fbe-3ec1-4ecb-b938-99453a9cc14b,0.77345413,0.658131719,0.834744751,0.669396639,Subtotal ,o
36,89648593-a51a-4b12-a323-fefb8a247cfd,0.851785779,0.659447491,0.914334536,0.66942662,$282.00 ,o
37,b88f74db-399e-4157-a86c-520468e8869b,0.796417534,0.691620946,0.83495599,0.702182055,Total ,o
38,7cae7091-ca53-4417-a8db-35b5ac1b572f,0.852246761,0.692364931,0.914828777,0.704290092,$838.00 ,total
39,457885c7-9c05-4e7e-9194-ee6381dec444,0.739109933,0.725889146,0.835675299,0.735923171,Amount Paid ,o
40,ea3726ac-9bfa-48a6-8b8c-a91ba63a2620,0.852972925,0.725717604,0.912900686,0.737961769,$873.00 ,o
41,5bcb15f8-9a23-4bae-b9d5-d76220d57b2e,0.745825946,0.758258283,0.836196184,0.768753171,Balance Due ,o
42,3432ccfc-2641-4e3f-b626-61772815c5f0,0.853186786,0.758979142,0.914927065,0.771392763,$989.00 ,o
43,206e8728-a62f-41b6-bebd-ea52e23d59ff,0.4463346,0.799227536,0.498699069,0.80909276,TERMS ,o
44,f9058a75-f618-49aa-9592-6c717ac02c03,0.197444901,0.825615168,0.805684984,0.838800907,NET 30 Days. Finance Charge of 1.5% will be made on unpaid balances after 30 days.,o
