,ID,xmin,ymin,xmax,ymax,Text,label
0,,0,0,0,0,,
1,,0,0,0,0, ,o
2,880bd70f-6efa-470c-a5bc-96581fbb978d,0.445395023,0.165724218,0.517023981,0.178355157,NVOICE ,o
3,1b5b1248-6150-48cb-9159-5630033c3be6,0.045949657,0.20575808,0.13277182,0.216184348,Eva Schmitt ,name
4,52918f0f-4b87-4555-8d14-5c5873a1d9c7,0.046176355,0.221568108,0.211722299,0.234718427,54803 Maude Highway ,o
5,f85ea5bc-c7cd-46b8-8341-4b5f3fd2ecc6,0.046434131,0.23711729,0.212091506,0.24797006,Phone: 1-574-249-3501 ,phone
6,6e2a6184-a151-4e4f-b7d0-7f6d0163a420,0.046063531,0.340826035,0.260961354,0.355319679,Kuhlman - Blanda ,o
7,183bfadb-65dd-48f1-af90-4771fc8b44d3,0.580295503,0.361329973,0.633589923,0.37153548,Invoice ,o
8,c34f548c-c64d-4b47-937b-dfbf2c07623f,0.863857567,0.369251996,0.91084528,0.381589413,84890,o
9,f6e03c23-59af-40de-a3e6-571a0341a710,0.58079052,0.378951639,0.589880526,0.38619411,= ,o
10,4e7ace9a-c1c9-4cff-9704-6afeede959e3,0.717192233,0.402742118,0.912102878,0.414829493,Tue May 26 2020 20:03:27 ,o
11,c2642f16-e5e0-4bef-b4c5-8710c540c81e,0.581282198,0.410500377,0.614180386,0.420029521,Date ,o
12,78cc536c-025e-44ef-9412-5728638df36a,0.6649822,0.417939961,0.911382318,0.431164742,GMI++300 (Israel Daylight Time) ,o
13,616595f1-6b8a-49b7-98af-ed8102067aad,0.580095887,0.444539547,0.639582694,0.453096956,Amount ,o
14,e314250b-9c7f-4076-b2a6-dc7411410a23,0.852285266,0.451464057,0.91084224,0.462786585,$744.00 ,o
15,85b371c4-dcbe-4437-9fca-2131a16d6c0f,0.581412196,0.458949894,0.610351145,0.469061017,Due ,o
16,e1a0f013-5db8-48d5-b9ca-48ce3cc6b945,0.1355156,0.517430067,0.174692407,0.527176142,Item ,o
