xmin,ymin,xmax,ymax,Text,label,below_Text,below_dist,below_obj_index,side_Text,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
0.0,0.0,0.0,0.0,,,,0.0,-1,,0.0,-1,0.0,0.0
0.0,0.0,0.0,0.0, ,o,,0.0,-1,,0.0,-1,0.0,0.0
0.461460173,0.170468286,0.537448585,0.183093175,INVOICE ,o,Description ,0.3572795985,17,,0.0,-1,0.3572795985,0.0
0.054262698,0.21148932,0.134036258,0.225349113,Leigh Koss ,name,1894 Corwin Park ,0.016309403,4,LO ,0.7821987195000001,6,0.016309403,0.0
0.054747641,0.228059679,0.186113298,0.24139756,1894 Corwin Park ,o,Phone: 834.636.9634 ,0.014545313999999976,5,LO ,0.755917728,6,0.014545313999999976,0.0
0.055249196,0.243628338,0.211403161,0.254919529,Phone: 834.636.9634 ,phone,Lemke and Sons ,0.10692263400000002,7,LO ,0.7430220190000001,6,0.10692263400000002,0.7430220190000001
0.798065305,0.220241874,0.95463109,0.278561145,LO ,o,76814,0.13423323650000002,9,,0.0,-1,0.13423323650000002,0.0
0.055917248,0.348905921,0.253762841,0.363487214,Lemke and Sons ,o,Item ,0.17563690199999998,16,,0.0,-1,0.17563690199999998,0.0
0.602801263,0.369761378,0.655821741,0.379737794,Invoice ,o,Date ,0.04862193749999999,10,76814,0.28964218500000005,9,0.04862193749999999,0.28964218500000005
0.897509992,0.378269851,0.940397382,0.388999641,76814,o,Tue Mar 10 2020 01:19:08 ,0.03265891999999998,11,,0.0,-1,0.03265891999999998,0.0
0.603532314,0.418265432,0.637080133,0.428477615,Date ,o,Amount ,0.034087866500000064,13,GMT+0200 (Israel Standard Time) ,0.19260737350000012,12,0.034087866500000064,0.19260737350000012
0.74768132,0.410672307,0.940981388,0.421915025,Tue Mar 10 2020 01:19:08 ,o,GMT+0200 (Israel Standard Time) ,0.01613394899999998,12,,0.0,-1,0.01613394899999998,0.0
0.683991969,0.426278085,0.941835225,0.438577145,GMT+0200 (Israel Standard Time) ,o,$186.00 ,0.03313024349999999,14,,0.0,-1,0.03313024349999999,0.0
0.602144718,0.452507704,0.662874579,0.462411076,Amount ,o,Due ,0.01577450349999998,15,$186.00 ,0.27929914049999993,14,0.01577450349999998,0.27929914049999993
0.881888688,0.46014303,0.94172889,0.470972687,$186.00 ,o,Price ,0.06880907650000001,20,,0.0,-1,0.06880907650000001,0.0
0.603262722,0.468020946,0.632908285,0.478446841,Due ,o,New range of formal shirts are designed keeping $310.00 ,0.08557029100000002,22,$186.00 ,0.29372328550000004,14,0.0,0.0
0.146369323,0.526631355,0.186616048,0.537035584,Item ,o,Intelligent Plastic Mouse ,0.025443077500000078,21,Description ,0.2911305875,17,0.025443077500000078,0.2911305875
0.407989621,0.527473092,0.507256925,0.540647566,Description ,o,New range of formal shirts are designed keeping $310.00 ,0.024743855500000023,22,Unit Cost ,0.23558956399999992,18,0.024743855500000023,0.23558956399999992
0.653197885,0.52822268,0.733227789,0.538748145,Unit Cost ,o,New range of formal shirts are designed keeping $310.00 ,0.02531877199999999,22,Quantity ,0.10433903350000007,19,0.0,0.10433903350000007
0.76000011,0.528696716,0.835103631,0.542190611,Quantity ,o,9800,0.02467057100000014,23,Price ,0.10055136649999996,20,0.02467057100000014,0.10055136649999996
0.875506282,0.528761744,0.920700192,0.539972126,Price ,o,72231,0.027337581000000055,24,,0.0,-1,0.027337581000000055,0.0
0.063699573,0.550559938,0.244706407,0.563993156,Intelligent Plastic Mouse ,o,Incredible Concrete Fish ,0.05497562899999986,27,New range of formal shirts are designed keeping $310.00 ,0.3390771525,22,0.05497562899999986,0.3390771525
0.280502677,0.551456094,0.706057608,0.566152275,New range of formal shirts are designed keeping $310.00 ,o,you in mind. With fits and styling that will make ,0.015817284499999973,25,9800,0.27819603700000006,23,0.015817284499999973,0.27819603700000006
0.75135994,0.553882241,0.791592419,0.566346228,9800,o,4614,0.05641463449999984,30,72231,0.10278341149999992,24,0.05641463449999984,0.10278341149999992
0.852083087,0.556542873,0.896436095,0.566866159,72231,o,$650.00 ,0.05531445199999996,31,,0.0,-1,0.05531445199999996,0.0
0.280152649,0.567366064,0.630981565,0.581876874,you in mind. With fits and styling that will make ,o,you stand apart ,0.015483259999999999,26,,0.0,-1,0.015483259999999999,0.0
0.279969841,0.583555579,0.394580752,0.596653879,you stand apart ,o,The Football Is Good For Training And ,0.02465474600000006,28,,0.0,-1,0.02465474600000006,0.0
0.063986808,0.606354356,0.243175447,0.618149996,Incredible Concrete Fish ,o,NET 30 Days. Finance Charge of 1.5% will be made on unpaid balances after 3° days.,0.216909617,42,The Football Is Good For Training And ,0.268476367,28,0.0,0.268476367
0.280719906,0.607606232,0.563395083,0.621912718,The Football Is Good For Training And ,o,Recreational Purposes ,0.014552354999999961,32,$512.00 ,0.25310076800000003,29,0.014552354999999961,0.25310076800000003
0.644881189,0.610174179,0.705435336,0.622767985,$512.00 ,o,NET 30 Days. Finance Charge of 1.5% will be made on unpaid balances after 3° days.,0.21269071099999992,42,4614,0.09409993849999998,30,0.0,0.09409993849999998
0.751567304,0.610088766,0.786949098,0.622968972,4614,o,Subtotal ,0.04390248650000006,33,$650.00 ,0.11518520100000007,31,0.04390248650000006,0.11518520100000007
