xmin,ymin,xmax,ymax,Text,label,below_Text,below_dist,below_obj_index,side_Text,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
0.0,0.0,0.0,0.0,,,,0.0,-1,,0.0,-1,0.0,0.0
0.0,0.0,0.0,0.0, ,o,,0.0,-1,,0.0,-1,0.0,0.0
0.454420805,0.172650665,0.527279675,0.184191018,INVOICE ,o,Description ,0.354295582,17,,0.0,-1,0.354295582,0.0
0.051162761,0.213433594,0.178665847,0.226707235,Jesse Durgan MD ,name,8238 Upton Knolls ,0.015718415000000013,4,,0.0,-1,0.015718415000000013,0.0
0.051498435,0.229172796,0.188749149,0.242404863,8238 Upton Knolls ,o,Phone: 347-845-6490 x33675 ,0.01615414049999997,5,,0.0,-1,0.01615414049999997,0.0
0.052081846,0.245211378,0.265400469,0.258674562,Phone: 347-845-6490 x33675 ,phone,Weissnat - Strosin ,0.10424935050000006,6,,0.0,-1,0.10424935050000006,0.0
0.051829036,0.348815262,0.272075266,0.363569379,Weissnat - Strosin ,o,Item ,0.17510130999999995,16,,0.0,-1,0.17510130999999995,0.0
0.592537224,0.368247986,0.646713912,0.379574627,Invoice ,o,# ,0.016380846000000004,9,13516,0.2883548144999999,8,0.016380846000000004,0.2883548144999999
0.88753593,0.37648055,0.928424835,0.388997942,13516,o,Thu Nov 05 2020 02:10:08 ,0.033439204,10,,0.0,-1,0.033439204,0.0
0.594130814,0.386845767,0.602699697,0.393738538,# ,o,Date ,0.032932817999999975,11,13516,0.30956512699999994,8,0.032932817999999975,0.0
0.731211782,0.40964672,0.928053081,0.42271018,Thu Nov 05 2020 02:10:08 ,o,GMI++200 (Israel Standard Time) ,0.015432715500000027,12,,0.0,-1,0.015432715500000027,0.0
0.594033599,0.41811046,0.627560914,0.428339481,Date ,o,Amount ,0.03372266899999998,13,GMI++200 (Israel Standard Time) ,0.19080483850000007,12,0.03372266899999998,0.19080483850000007
0.674540102,0.425210029,0.928664088,0.438012302,GMI++200 (Israel Standard Time) ,o,$528.00 ,0.03345851550000001,14,,0.0,-1,0.03345851550000001,0.0
0.594115436,0.45222792,0.653653204,0.461667359,Amount ,o,Due ,0.015620962000000016,15,$528.00 ,0.27449435049999993,14,0.015620962000000016,0.27449435049999993
0.867920876,0.458972543,0.928836465,0.471166819,$528.00 ,o,Price ,0.06638497149999989,20,,0.0,-1,0.06638497149999989,0.0
0.593875289,0.467402905,0.623802304,0.477734298,Due ,o,The Apollotech B340 is an affordable wireless ,0.1252982615,28,$528.00 ,0.28953987400000003,14,0.0,0.0
0.143488899,0.525946617,0.183747426,0.536640644,Item ,o,Rustic Soft Gloves ,0.025030434500000087,21,Description ,0.2870885875,17,0.025030434500000087,0.2870885875
0.401478648,0.526291311,0.499934852,0.539141536,Description ,o,The Football Is Good For Training And ,0.025044560499999924,22,Unit Cost ,0.23287588349999994,18,0.025044560499999924,0.23287588349999994
0.644124448,0.526201308,0.723040819,0.536703408,Unit Cost ,o,$501.00 ,0.02697679399999997,23,Quantity ,0.10256016250000011,19,0.02697679399999997,0.10256016250000011
0.749077737,0.526276767,0.823207855,0.539322019,Quantity ,o,80547,0.02558642649999998,24,Price ,0.0996503835,20,0.02558642649999998,0.0996503835
0.86386168,0.526138186,0.907724679,0.536771119,Price ,o,78471,0.026804238500000133,25,,0.0,-1,0.026804238500000133,0.0
0.062709466,0.550721109,0.192811817,0.561927021,Rustic Soft Gloves ,o,Ergonomic Fresh Fish ,0.041266798499999924,27,The Football Is Good For Training And ,0.2877686845,22,0.041266798499999924,0.2877686845
0.275664181,0.550875843,0.555394471,0.564646125,The Football Is Good For Training And ,o,Recreational Purposes ,0.014864623500000063,26,$501.00 ,0.250662997,23,0.014864623500000063,0.250662997
0.636587501,0.552307785,0.695797145,0.564550519,$501.00 ,o,$806.00 ,0.03891208749999997,29,80547,0.09879756000000006,24,0.03891208749999997,0.09879756000000006
0.741783202,0.551757634,0.788196564,0.565014005,80547,o,81177,0.03988093100000001,30,78471,0.09667226650000005,25,0.03988093100000001,0.09667226650000005
0.840153158,0.551968038,0.883171141,0.564549744,78471,o,$650.00 ,0.040097296000000004,31,,0.0,-1,0.040097296000000004,0.0
0.276292056,0.567184985,0.437645525,0.57806623,Recreational Purposes ,o,The Apollotech B340 is an affordable wireless ,0.025241255500000004,28,,0.0,-1,0.025241255500000004,0.0
0.062985294,0.590994596,0.221089438,0.604187131,Ergonomic Fresh Fish ,o,NET 30 Days. Finance Charge of 1.5°C will be made on unpaid balances after 30 days.,0.228735715,43,The Apollotech B340 is an affordable wireless ,0.2980707245,28,0.0,0.2980707245
0.275740683,0.591117918,0.604475498,0.604615808,The Apollotech B340 is an affordable wireless ,o,mouse with reliable connectivity. 12 months ,0.015709101999999975,32,$806.00 ,0.22820591950000002,29,0.015709101999999975,0.22820591950000002
0.637069583,0.592077434,0.699558437,0.602605045,$806.00 ,o,NET 30 Days. Finance Charge of 1.5°C will be made on unpaid balances after 30 days.,0.22898533900000007,43,81177,0.09417587500000002,30,0.0,0.09417587500000002
0.741860092,0.5918926,0.783119678,0.604640901,81177,o,Subtotal ,0.05901822450000005,34,$650.00 ,0.10943225049999994,31,0.05901822450000005,0.10943225049999994
