xmin,ymin,xmax,ymax,Text,label,below_Text,below_dist,below_obj_index,side_Text,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
0.0,0.0,0.0,0.0,,,,0.0,-1,,0.0,-1,0.0,0.0
0.0,0.0,0.0,0.0, ,o,,0.0,-1,,0.0,-1,0.0,0.0
0.451640636,0.168884113,0.526076972,0.180681333,INVOICE ,o,Description ,0.3559126855,18,,0.0,-1,0.3559126855,0.0
0.047777988,0.210342646,0.135471269,0.221546993,Saul Hilpert ,name,205 Christiansen Manors ,0.01710217450000001,4,,0.0,-1,0.01710217450000001,0.0
0.048309602,0.2261917,0.229944348,0.239902288,205 Christiansen Manors ,o,Phone: 1-609-238-5498 x9995 ,0.015924043499999985,5,,0.0,-1,0.015924043499999985,0.0
0.048134442,0.242285773,0.269760698,0.255656302,Phone: 1-609-238-5498 x9995 ,phone,"Auer, Schneider and Beatty ",0.10579023500000001,7,,0.0,-1,0.10579023500000001,0.0
0.788351715,0.275533289,0.937503636,0.331069291,GO ,o,47665,0.076122209,9,,0.0,-1,0.076122209,0.0
0.048570748,0.346265703,0.377283603,0.363256842,"Auer, Schneider and Beatty ",o,Item ,0.17453587049999997,17,,0.0,-1,0.17453587049999997,0.0
0.590590119,0.365812391,0.644209743,0.376197726,Invoice ,o,# ,0.016711488500000038,10,47665,0.28697145,9,0.016711488500000038,0.28697145
0.882174611,0.373025954,0.926568151,0.385821044,47665,o,Fri Aug 14 2020 14:47:23 ,0.033585071999999994,11,,0.0,-1,0.033585071999999994,0.0
0.591669083,0.384141386,0.600585639,0.391291708,# ,o,Date ,0.03220625199999999,12,47665,0.30824402000000006,9,0.03220625199999999,0.0
0.745125592,0.406510413,0.926713288,0.419506729,Fri Aug 14 2020 14:47:23 ,o,GMT+0300 (Israel Daylight Time) ,0.015656217500000014,13,,0.0,-1,0.015656217500000014,0.0
0.591739535,0.414979786,0.626072824,0.424865812,Date ,o,Amount ,0.03414474399999995,14,GMT+0300 (Israel Daylight Time) ,0.19371557250000015,13,0.03414474399999995,0.19371557250000015
0.677203953,0.422009945,0.928039551,0.435319632,GMT+0300 (Israel Daylight Time) ,o,$48.00 ,0.03346070649999999,15,,0.0,-1,0.03346070649999999,0.0
0.591302872,0.449037343,0.65125376,0.459097743,Amount ,o,Due ,0.01581136900000002,16,$48.00 ,0.2800399360000001,15,0.01581136900000002,0.2800399360000001
0.874328732,0.456060976,0.928307772,0.468190014,$48.00 ,o,Price ,0.06709475850000002,21,,0.0,-1,0.06709475850000002,0.0
0.592107654,0.46472311,0.622066379,0.475034714,Due ,o,NET 30 Days. Finance Charge of 1.5% will be made on unpaid balances after 30 days.,0.35441094650000005,44,$48.00 ,0.2942312355000001,15,0.0,0.0
0.139526933,0.524381816,0.180038169,0.53421247,Item ,o,Intelligent Wooden Hat ,0.025284499500000113,22,Description ,0.288284339,18,0.025284499500000113,0.288284339
0.39837262,0.524487972,0.49776116,0.536902845,Description ,o,Carbonite web goalkeeper gloves are ,0.024198800500000006,23,Unit Cost ,0.233472169,19,0.024198800500000006,0.233472169
0.641610146,0.524007559,0.721467972,0.534395754,Unit Cost ,o,$532.00 ,0.02646902200000012,24,Quantity ,0.10314109849999997,20,0.02646902200000012,0.10314109849999997
0.74761337,0.524493098,0.821746945,0.536439717,Quantity ,o,29426,0.02492132749999998,25,Price ,0.10022014400000001,21,0.02492132749999998,0.10022014400000001
0.862623155,0.524116397,0.907177448,0.53432411,Price ,o,78893,0.02621734100000006,26,,0.0,-1,0.02621734100000006,0.0
0.058037937,0.547978163,0.229187101,0.561185122,Intelligent Wooden Hat ,o,Small Steel Tuna ,0.03939628549999996,28,Carbonite web goalkeeper gloves are ,0.2600761055,23,0.03939628549999996,0.2600761055
0.272838444,0.5481022,0.534538805,0.561686218,Carbonite web goalkeeper gloves are ,o,ergonomically designed to give easy fit ,0.01587140549999999,27,$532.00 ,0.2607198505,24,0.01587140549999999,0.2607198505
0.633724272,0.549774587,0.695092678,0.56156677,$532.00 ,o,$987.00 ,0.04064097999999994,30,29426,0.09899333099999996,25,0.04064097999999994,0.09899333099999996
0.740107059,0.549232244,0.786696553,0.561543226,29426,o,9930,0.04198077349999996,31,78893,0.09967532800000012,26,0.04198077349999996,0.09967532800000012
0.839361012,0.549034357,0.886793256,0.561840832,78893,o,$650.00 ,0.04090261449999999,32,,0.0,-1,0.04090261449999999,0.0
0.272905558,0.563957393,0.549641073,0.577573836,ergonomically designed to give easy fit ,o,Andy shoes are designed to keeping in mind ,0.024774819500000045,29,,0.0,-1,0.024774819500000045,0.0
0.059187647,0.588166237,0.180617809,0.599789619,Small Steel Tuna ,o,,0.0,-1,Andy shoes are designed to keeping in mind ,0.31119968200000003,29,0.0,0.31119968200000003
0.272659272,0.588581562,0.589545548,0.602499306,Andy shoes are designed to keeping in mind ,o,durability as well as trends. the most stylish ,0.016091286999999954,33,$987.00 ,0.23415459699999996,30,0.016091286999999954,0.23415459699999996
0.634304643,0.58983469,0.696209371,0.602788627,$987.00 ,o,NET 30 Days. Finance Charge of 1.5% will be made on unpaid balances after 30 days.,0.22797820000000002,44,9930,0.09353131050000008,31,0.0,0.09353131050000008
