xmin,ymin,xmax,ymax,Text,label,below_Text,below_dist,below_obj_index,side_Text,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
0.0,0.0,0.0,0.0,,,,0.0,-1,,0.0,-1,0.0,0.0
0.0,0.0,0.0,0.0, ,o,,0.0,-1,,0.0,-1,0.0,0.0
0.44697088,0.166548133,0.519682407,0.178505823,INVOICE ,o,Description ,0.35117725299999997,17,,0.0,-1,0.35117725299999997,0.0
0.050416268,0.206996605,0.132910594,0.216983199,Bert Cronin ,name,684 Jovan Mews ,0.016517802999999998,4,,0.0,-1,0.016517802999999998,0.0
0.050658252,0.222468331,0.168718159,0.234547079,684 Jovan Mews ,o,Phone: 855-583-0318 x601 ,0.0161019865,5,,0.0,-1,0.0161019865,0.0
0.050892897,0.238050625,0.241635382,0.251168758,Phone: 855-583-0318 x601 ,phone,"Carter, Mosciski and Hayes ",0.10497625899999996,6,,0.0,-1,0.10497625899999996,0.0
0.051671434,0.340919137,0.371292204,0.358252764,"Carter, Mosciski and Hayes ",o,Item ,0.17312937950000007,16,,0.0,-1,0.17312937950000007,0.0
0.580937862,0.361136138,0.633202195,0.371354222,Invoice ,o,11,0.01670749499999996,9,63125,0.28100377350000016,8,0.01670749499999996,0.28100377350000016
0.866746664,0.368679613,0.90940094,0.381095827,63125,o,Wed Aug 12 2020 07:01:01 ,0.03263008549999996,10,,0.0,-1,0.03263008549999996,0.0
0.581714511,0.379504263,0.590695679,0.386401087,11,o,Date ,0.031564712500000036,11,63125,0.3018687070000001,8,0.031564712500000036,0.0
0.719100714,0.401069045,0.910196543,0.413966566,Wed Aug 12 2020 07:01:01 ,o,GMT+0300 (Israel Daylight Time) ,0.015677363,12,,0.0,-1,0.015677363,0.0
0.581912279,0.409722805,0.615244806,0.41931197,Date ,o,Amount ,0.03313523549999997,13,GMT+0300 (Israel Daylight Time) ,0.1895059645,12,0.03313523549999997,0.1895059645
0.665484607,0.416797519,0.910684407,0.429592818,GMT+0300 (Israel Daylight Time) ,o,$327.00 ,0.03255641450000002,14,,0.0,-1,0.03255641450000002,0.0
0.581445336,0.443216503,0.640098751,0.452088743,Amount ,o,Due ,0.015303060500000076,15,$327.00 ,0.26996338350000004,14,0.015303060500000076,0.26996338350000004
0.851221919,0.449875295,0.910248935,0.461627871,$327.00 ,o,Price ,0.06610761599999998,20,,0.0,-1,0.06610761599999998,0.0
0.582781374,0.457959443,0.611337543,0.467951924,Due ,o,New range of formal shirts are d Kigned keeping ,0.08498859400000003,22,$327.00 ,0.2836759685000001,14,0.0,0.0
0.140078217,0.51764971,0.179438725,0.52778095,Item ,o,Refined Rubber Pants ,0.024424195499999968,21,Description ,0.281719781,17,0.024424195499999968,0.281719781
0.392595112,0.517455757,0.490361392,0.529952705,Description ,o,New range of formal shirts are d Kigned keeping ,0.024240046500000112,22,Unit Cost ,0.22873085800000004,18,0.024240046500000112,0.22873085800000004
0.631457329,0.517136812,0.708960891,0.527245104,Unit Cost ,o,$402.00 ,0.02613374600000007,23,Quantity ,0.10061237199999995,19,0.02613374600000007,0.10061237199999995
0.734802008,0.517365158,0.806840956,0.529304266,Quantity ,o,99163,0.02502280449999994,24,Price ,0.09769245950000005,20,0.02502280449999994,0.09769245950000005
0.846907377,0.516859353,0.890120506,0.526859045,Price ,o,5099,0.027088730999999977,25,,0.0,-1,0.027088730999999977,0.0
0.060695175,0.542038202,0.21499829,0.552240849,Refined Rubber Pants ,o,Small Fresh Chicken ,0.05525797600000004,28,New range of formal shirts are d Kigned keeping ,0.3022947815,22,0.05525797600000004,0.3022947815
0.270072192,0.541555703,0.610210836,0.554332852,New range of formal shirts are d Kigned keeping ,o,you in mind. With fits and styling that will make ,0.015728622499999956,26,$402.00 ,0.21396537100000002,23,0.015728622499999956,0.21396537100000002
0.623146832,0.542665243,0.685066938,0.553984165,$402.00 ,o,$19.00 ,0.05529111600000003,30,99163,0.09424668599999997,24,0.05529111600000003,0.09424668599999997
0.7265535,0.542383909,0.770153642,0.554331124,99163,o,31447,0.05598852050000003,31,5099,0.09501865500000006,25,0.05598852050000003,0.09501865500000006
0.82477361,0.544151723,0.861970842,0.553744137,5099,o,$650.00 ,0.05409887450000006,32,,0.0,-1,0.05409887450000006,0.0
0.270030469,0.557003736,0.609017849,0.570342064,you in mind. With fits and styling that will make ,o,you stand apart ,0.01595458449999998,27,,0.0,-1,0.01595458449999998,0.0
0.270255506,0.573233426,0.380875945,0.586021543,you stand apart ,o,Boston's most advanced compression wear ,0.023525833499999926,29,,0.0,-1,0.023525833499999926,0.0
0.061404482,0.597163558,0.206388488,0.607631445,Small Fresh Chicken ,o,NET 30 Days. Finance Charge of 1.5% will be made on unpaid balances after 30 days.,0.2271004914999999,44,Boston's most advanced compression wear ,0.2881377485,29,0.0,0.2881377485
0.271762311,0.596707225,0.572306156,0.609599411,Boston's most advanced compression wear ,o,technology increases muscle oxygenation. ,0.015975714000000085,33,$19.00 ,0.22701570400000004,30,0.015975714000000085,0.22701570400000004
0.624521255,0.597868621,0.67357862,0.609363019,$19.00 ,o,NET 30 Days. Finance Charge of 1.5% will be made on unpaid balances after 30 days.,0.2258821729999999,44,31447,0.0998639765,31,0.0,0.0998639765
