xmin,ymin,xmax,ymax,Text,label,below_Text,below_dist,below_obj_index,side_Text,side_length,side_obj_index,revised_distances_vert,revised_distances_hori
0.0,0.0,0.0,0.0,,,,0.0,-1,,0.0,-1,0.0,0.0
0.0,0.0,0.0,0.0, ,o,,0.0,-1,,0.0,-1,0.0,0.0
0.440428942,0.165520772,0.515264392,0.17841661,INVOICE ,o,Description ,0.35729584849999996,18,,0.0,-1,0.35729584849999996,0.0
0.034812078,0.2101015,0.143983871,0.221202761,Ms. Ben Bauch ,name,276 Gislason Street ,0.016523860500000015,4,,0.0,-1,0.016523860500000015,0.0
0.035570726,0.225420386,0.176164225,0.238931596,276 Gislason Street ,o,Phone: 4-327-899-8351 ,0.014798172000000026,5,,0.0,-1,0.014798172000000026,0.0
0.03560238,0.241257623,0.205946878,0.252690703,Phone: 4-327-899-8351 ,phone,"Stracke, Corkery and Wolf ",0.10758804500000002,7,,0.0,-1,0.10758804500000002,0.0
0.779196739,0.27201277,0.932496846,0.327530861,GO ,o,57252,0.07736024250000006,9,,0.0,-1,0.07736024250000006,0.0
0.037829552,0.345907569,0.358566582,0.363216847,"Stracke, Corkery and Wolf ",o,Item ,0.17438609900000002,17,Invoice ,0.41221047750000006,8,0.17438609900000002,0.41221047750000006
0.583264589,0.36320594,0.6375525,0.373929262,Invoice ,o,# ,0.016221180500000043,10,57252,0.2883533534999999,9,0.016221180500000043,0.2883533534999999
0.87652415,0.372125238,0.920999646,0.382138878,57252,o,Wed Mar 18 2020 17:32:49 ,0.031875282499999935,11,,0.0,-1,0.031875282499999935,0.0
0.583773553,0.380830169,0.593613267,0.388747394,# ,o,Date ,0.033164158499999985,12,57252,0.310068488,9,0.033164158499999985,0.0
0.724254131,0.403487563,0.921448946,0.414527118,Wed Mar 18 2020 17:32:49 ,o,GMT+0200 (Israel Standard Time) ,0.01675671350000002,13,,0.0,-1,0.01675671350000002,0.0
0.584445536,0.412795484,0.618858993,0.423110396,Date ,o,Amount ,0.034063771500000006,14,GMT+0200 (Israel Standard Time) ,0.19230774100000003,13,0.034063771500000006,0.19230774100000003
0.665573359,0.419458866,0.922346652,0.432069242,GMT+0200 (Israel Standard Time) ,o,$563.00 ,0.03344994800000001,15,,0.0,-1,0.03344994800000001,0.0
0.585140824,0.447073579,0.644708514,0.456959844,Amount ,o,Due ,0.015926062500000004,16,$563.00 ,0.27740654350000005,15,0.015926062500000004,0.27740654350000005
0.861404836,0.453011751,0.923257589,0.465416253,$563.00 ,o,Price ,0.06694331749999999,21,,0.0,-1,0.06694331749999999,0.0
0.585095048,0.462725222,0.615264595,0.473160326,Due ,o,NET 3° Days. Finance Charge of 1.5% will be sude on unpaid balances after 30 days.,0.355255425,44,$563.00 ,0.292151391,15,0.0,0.0
0.130558744,0.523769021,0.171356305,0.534127593,Item ,o,Sleek Wooden Chair ,0.02479478699999993,22,Description ,0.28943865,18,0.02479478699999993,0.28943865
0.391047418,0.522951484,0.489744931,0.535577595,Description ,o,Andy shoes are designed to keeping in mind ,0.024736285000000025,23,Unit Cost ,0.23536320049999992,19,0.024736285000000025,0.23536320049999992
0.635533333,0.521634042,0.715985417,0.532226563,Unit Cost ,o,$657.00 ,0.026522665999999973,24,Quantity ,0.1038594545,20,0.026522665999999973,0.1038594545
0.741937757,0.521344721,0.817299902,0.534226179,Quantity ,o,67555,0.025512188999999963,25,Price ,0.10073134300000008,21,0.025512188999999963,0.10073134300000008
0.858120203,0.520965636,0.902580142,0.531349003,Price ,o,50541,0.027424186500000003,26,,0.0,-1,0.027424186500000003,0.0
0.048919041,0.548195362,0.196486369,0.559290826,Sleek Wooden Chair ,o,Incredible Rubber Salad ,0.05658406049999998,29,Andy shoes are designed to keeping in mind ,0.30095834850000003,23,0.05658406049999998,0.30095834850000003
0.26454407,0.546975255,0.582778037,0.561026394,Andy shoes are designed to keeping in mind ,o,durability as well as trends. the most stylish ,0.01618775750000001,27,$657.00 ,0.23496907949999996,24,0.01618775750000001,0.23496907949999996
0.628219724,0.547106683,0.689040542,0.559799254,$657.00 ,o,$864.00 ,0.05637973549999997,31,67555,0.09810486400000007,25,0.05637973549999997,0.09810486400000007
0.734685302,0.547029138,0.778784692,0.55956614,67555,o,26909,0.05629840500000005,32,50541,0.10088041449999996,26,0.05629840500000005,0.10088041449999996
0.834909022,0.548158824,0.880321801,0.559004188,50541,o,$650.00 ,0.055602133000000054,33,,0.0,-1,0.055602133000000054,0.0
0.265203208,0.563466549,0.581465721,0.576910615,durability as well as trends. the most stylish ,o,range of shoes & sandals ,0.01615530249999997,28,,0.0,-1,0.01615530249999997,0.0
0.265569687,0.579845667,0.442820966,0.592842102,range of shoes & sandals ,o,Carbonite web goalkeeper gloves are ,0.024077475000000015,30,,0.0,-1,0.024077475000000015,0.0
0.049975097,0.60467881,0.226078406,0.615975499,Incredible Rubber Salad ,o,NET 3° Days. Finance Charge of 1.5% will be sude on unpaid balances after 30 days.,0.21287104450000005,44,Carbonite web goalkeeper gloves are ,0.259312891,30,0.0,0.259312891
0.265767992,0.603598416,0.528911293,0.617244303,Carbonite web goalkeeper gloves are ,o,ergonomically designed to give easy fit ,0.016185999000000062,34,$864.00 ,0.263538092,31,0.016185999000000062,0.263538092
